probe_id,flux_norm,flux_norm_squared,direct_gap,base_quadratic_value,gram_quadratic_value,weighted_minor_value,maximum_minor_value_abs,identity_residual
39,0.12390915098185717,0.015353477697044678,0.09575763341406643,0.09575763341406646,0.09575763341406643,-3.9754459031966353e-19,1.3877787807814457e-17,0.0
40,0.06956659869094721,0.004839511653427299,0.1062715994576838,0.10627159945768377,0.10627159945768376,-1.4416484737917573e-18,1.3877787807814457e-17,4.163336342344337e-17
41,0.18636892835263358,0.034733377455309064,0.07637773365580204,0.07637773365580201,0.07637773365580201,-2.1188718027506906e-18,1.3877787807814457e-17,2.7755575615628914e-17
42,0.13831712624766726,0.01913162741341312,0.09197948369769798,0.09197948369769797,0.09197948369769796,-2.9743002968507703e-18,1.3877787807814457e-17,2.7755575615628914e-17
43,0.16329532995974838,0.0266653647866631,0.08444574632444801,0.084445746324448,0.08444574632444798,-1.4109042947849973e-18,2.7755575615628914e-17,2.7755575615628914e-17
44,0.1846175667366178,0.03408364594774953,0.07702746516336158,0.07702746516336158,0.07702746516336158,-3.33352391046606e-19,6.938893903907228e-18,0.0
45,0.14695955305133446,0.021597110233047986,0.08951400087806312,0.08951400087806308,0.0895140008780631,4.272380745788553e-19,2.7755575615628914e-17,1.3877787807814457e-17
46,0.20794075001760234,0.043239355517882994,0.06787175559322811,0.06787175559322815,0.06787175559322814,-1.2460297016789632e-18,1.3877787807814457e-17,2.7755575615628914e-17
47,0.11680494206296418,0.013643394490332418,0.09746771662077869,0.09746771662077866,0.09746771662077866,1.3498782448121228e-18,2.7755575615628914e-17,2.7755575615628914e-17
48,0.13192995697672996,0.017405513547881817,0.09370559756322928,0.09370559756322931,0.0937055975632293,-2.0253912933585406e-18,1.3877787807814457e-17,1.3877787807814457e-17
49,0.17056677359631847,0.02909302425505776,0.08201808685605334,0.08201808685605332,0.08201808685605332,-2.918474652395821e-19,1.3877787807814457e-17,2.7755575615628914e-17
50,0.1209285488575672,0.014623713928797017,0.09648739718231408,0.09648739718231408,0.09648739718231408,-2.2189540060855465e-18,6.938893903907228e-18,0.0
51,0.2622203599534168,0.06875951717409948,0.04235159393701163,0.042351593937011635,0.042351593937011656,-5.300707333760413e-19,1.3877787807814457e-17,2.7755575615628914e-17
52,0.23550587075740195,0.05546301516120212,0.055648095949908986,0.055648095949908986,0.055648095949908986,-1.9765338565549684e-19,2.7755575615628914e-17,0.0
53,0.11926709461640994,0.014224639858239681,0.09688647125287142,0.09688647125287142,0.0968864712528714,-4.955867309682584e-19,2.7755575615628914e-17,1.3877787807814457e-17
54,0.1680225693091253,0.028231583797239813,0.0828795273138713,0.08287952731387131,0.08287952731387133,6.869340143724115e-19,1.3877787807814457e-17,2.7755575615628914e-17
