start_id,sigma,target_gap,success,iteration_count,evaluation_count,tangent_stationarity_residual,f0,f1,f2,f3
125,0.33333333333333387,-5.551115123125783e-16,True,11,12,3.094665344020474e-11,0.6934929699081269,0.3952414458202007,0.16666666663293345,-0.5788557008680398
126,0.33333333333333326,5.551115123125783e-17,True,8,10,6.479765969552851e-10,0.6779376845743974,-0.1664844699604135,0.666666668944875,-0.26122589767067456
127,0.3333333333333333,0.0,True,12,14,7.670314423137151e-12,0.67793768578661,-0.16648447346195866,0.6666666666634307,-0.2612258981155205
128,0.3333333333333333,0.0,True,12,15,2.0281603986592913e-11,-5.951043657316318e-11,-4.0658885266067156e-11,1.0,4.1864910274169804e-11
129,0.33333333333333326,5.551115123125783e-17,True,10,11,5.871314476710055e-11,2.3017245109253037e-11,-2.1629194936961942e-10,1.0,-3.635516349742939e-11
130,0.3333333333333329,3.885780586188048e-16,True,12,13,8.742498224549548e-11,-0.08670876052823974,-0.19503554231686207,0.16666666610078165,0.9626343804849661
131,0.33333333333333337,-5.551115123125783e-17,True,14,25,2.1549448573748465e-09,0.6779376937180486,-0.16648446165044828,0.6666666587509789,-0.2612259052525605
132,0.33333333333333354,-2.220446049250313e-16,True,8,10,5.177198048928384e-11,-0.6067842089561695,-0.20020590381784215,0.6666666669607414,-0.3837786797118523
133,0.33333333333333287,4.440892098500626e-16,True,11,12,4.008797419429497e-11,-0.6623824014801695,0.72821039265416,-0.16666666671892993,-0.05640390451590283
134,0.33333333333333404,-7.216449660063518e-16,True,13,15,6.819615665643725e-12,0.6223394934753165,0.7619318231402586,-0.1666666667009516,0.06614887722283813
135,0.333333333333333,3.3306690738754696e-16,True,9,10,2.546608376493738e-11,-0.6623824015252815,0.7282103926084101,-0.16666666682242584,-0.056403904270966095
136,0.3333333333333334,-1.1102230246251565e-16,True,12,24,4.0803212212462294e-10,-0.07115347762147166,0.36669037719521214,0.6666666649206303,0.6450045796569263
