start_id,root_pass,residual_norm,residual_max_abs,norm_residual,axis_distance,nearest_axis_id,success,status,function_evaluations,f0,f1,f2,f3
108,True,3.1728891865205944e-16,2.220446049250313e-16,2.220446049250313e-16,0.4174423812329622,0,True,1,7,-0.42733408740711326,-0.32330802136279096,-2.3025933388754666e-15,0.8443088896028556
109,True,1.594436429147036e-16,1.1102230246251565e-16,0.0,0.41744238123296246,4,True,1,9,0.6561788177755519,-0.08835537765693173,-0.45643546458763967,0.59438148777401
110,True,3.188872858294072e-16,2.220446049250313e-16,0.0,0.8420246737858658,7,True,1,8,0.45796395603153434,-0.2800321997267009,0.6454972243679018,0.5433086741673712
111,True,3.021586744934581e-14,2.1149748619109232e-14,3.375077994860476e-14,0.0,3,True,1,7,0.6223394934781952,0.7619318231460951,-0.16666666666660193,0.06614887721507333
112,True,1.9229626863835638e-16,1.1102230246251565e-16,2.220446049250313e-16,0.41744238123296035,3,True,1,10,0.6732187779309903,0.5269845365385405,-0.4564354645876357,0.2464354721971515
113,True,4.1540741810552243e-16,3.3306690738754696e-16,5.551115123125783e-15,0.417442381232959,8,True,1,8,-0.06942474824732048,0.7093591396508183,0.4564354645876382,0.5325941062303582
114,True,4.611102534756203e-16,4.440892098500626e-16,2.220446049250313e-16,0.41744238123296273,6,True,1,6,-0.08646470840275891,0.0940192254553444,0.4564354645876379,0.880540121807218
115,True,3.040470972244059e-16,2.220446049250313e-16,2.220446049250313e-16,0.8420246737858657,0,True,1,7,-0.5371773447420322,-0.30615270748546985,0.6454972243679009,0.4483796977211973
116,True,3.4067309850597575e-16,2.220446049250313e-16,0.0,0.41744238123296246,3,True,1,5,0.720711122171229,0.6338099023597326,2.155712909627283e-15,-0.28082109260067006
117,True,2.435541875787129e-16,2.220446049250313e-16,1.1102230246251565e-16,0.8804857344718372,3,True,1,5,0.019051254620724527,0.6879709387049828,-0.612372435695792,-0.3890154716650282
118,True,1.1857187100668868e-16,1.1102230246251565e-16,0.0,0.8804857344718372,8,True,1,7,-0.08714485551127085,0.44910215900750783,-0.4082482904638625,0.7899660488059272
119,True,6.753223014464259e-16,6.661338147750939e-16,1.1102230246251565e-16,0.41744238123296246,1,True,1,10,0.7511635062560293,0.12529535398545483,0.45643546458763995,-0.46013164182163474
120,True,1.5700924586837752e-16,1.1102230246251565e-16,0.0,0.8420246737858658,1,True,1,7,-0.06716431733343747,-0.15107388114979914,-0.6454972243679042,0.7456533847873295
121,True,2.2088916506440695e-16,1.9081958235744878e-16,0.0,0.8420246737858658,0,True,1,6,0.024098142754118677,0.8702220521247324,3.1787292316739207e-15,-0.4920699742024723
122,True,8.617648093045562e-16,7.771561172376096e-16,2.6645352591003757e-15,0.8420246737858653,1,True,1,6,0.45796395603153495,-0.28003219972670074,0.6454972243679019,0.5433086741673706
123,True,3.1342416960951206e-17,3.122502256758253e-17,0.0,0.8420246737858658,3,True,1,6,0.024098142754118628,0.8702220521247322,3.1502276899123603e-15,-0.4920699742024724
124,True,1.3597399555105182e-16,1.1102230246251565e-16,0.0,0.8804857344718369,3,True,1,6,0.7431558482811521,0.2452011540432049,0.40824829046386346,0.47003096978256104
125,True,1.508024561581292e-15,1.3877787807814457e-15,3.552713678800501e-15,0.8420246737858648,1,True,1,6,-0.04306617457932092,0.7191481709749329,-0.645497224367901,0.25358341058485595
