elementary_invariant,coefficient_id,f0_power,f1_power,f2_power,f3_power,target_coefficient,canonical_coefficient,residual,coefficient_pass
e5,270,0,1,4,5,-4.253865328563158e-05,-4.2538653285631515e-05,-6.776263578034403e-20,True
e5,271,0,1,3,6,-3.486183119347394e-05,-3.4861831193473225e-05,-7.182839392716467e-19,True
e5,272,0,1,2,7,1.36516753744779e-05,1.3651675374478048e-05,-1.4907779871675686e-19,True
e5,273,0,1,1,8,-1.4339077052343116e-05,-1.4339077052342985e-05,-1.3044307387716225e-19,True
e5,274,0,1,0,9,9.600103814247076e-06,9.600103814247068e-06,8.470329472543003e-21,True
e5,275,0,0,10,0,1.650414022620529e-20,-7.623296525288703e-21,2.4127436751493992e-20,True
e5,276,0,0,9,1,-9.705310127084674e-20,-8.709304358518213e-20,-9.960057685664606e-21,True
e5,277,0,0,8,2,1.2944728806170412e-05,1.2944728806170263e-05,1.4907779871675686e-19,True
e5,278,0,0,7,3,-8.120890675730071e-06,-8.120890675730025e-06,-4.573977915173222e-20,True
e5,279,0,0,6,4,4.5331485766418494e-05,4.53314857664181e-05,3.9302328752599536e-19,True
e5,280,0,0,5,5,-3.0864400842515065e-05,-3.0864400842515025e-05,-4.0657581468206416e-20,True
e5,281,0,0,4,6,5.102811100976345e-05,5.102811100976296e-05,4.87890977618477e-19,True
e5,282,0,0,3,7,-2.9967239043691708e-05,-2.996723904369172e-05,1.3552527156068805e-20,True
e5,283,0,0,2,8,2.048407693549238e-05,2.048407693549207e-05,3.083199928005653e-19,True
e5,284,0,0,1,9,-7.98005825942053e-06,-7.980058259420505e-06,-2.541098841762901e-20,True
e5,285,0,0,0,10,1.7385568648983119e-06,1.738556864898234e-06,7.792703114739563e-20,True
