sample_id,source_index,f0,f1,f2,f3,top_pencil_eigenvalue,one_ninth_gap,s4,s6,residual_norm_squared,residual_identity_prediction,residual_identity_residual,eigenvalue_0,eigenvalue_1,eigenvalue_2,eigenvalue_3,eigenweight_0,eigenweight_1,eigenweight_2,eigenweight_3
2036,20363,-0.6045067590310363,-0.747035715101192,0.16448923633390666,-0.2223792026681711,0.10956847959028486,0.0015426315208262459,1.5636310264848996,1.2112364941948375,0.015420336167008518,0.015420336167008664,-1.457167719820518e-16,0.08637464387957797,0.339299444593311,0.49964783409375285,1.5746780774333582,0.005035461878993344,0.002873772251781021,2.380313428700859e-06,0.9920883855557971
2037,20373,0.847351177886994,0.1409390844652176,-0.5108454756619876,0.03419145798745459,0.09207774280636927,0.019033368304741838,1.2000173080450456,0.7362400562518929,0.1286836265569412,0.12868362655694088,3.3306690738754696e-16,0.22060511530082225,0.3714918703969568,0.5734236129809046,1.334479401321318,0.11002740091466508,0.006120910619332801,0.00789829093678718,0.8759533975292146
2038,20383,0.01202841063382525,-0.6518301423163145,-0.2763076983297702,-0.7061351419871567,0.10277479288630764,0.008336318224803463,1.4281687510909937,1.0019809542853417,0.056223611095406995,0.056223611095407744,-7.494005416219807e-16,0.16893390262630595,0.23419333568625045,0.6223703222878594,1.474502439399584,0.01288047347365937,0.02339315686019758,0.0005898169711573171,0.963136552694985
2039,20393,-0.8710243073155978,0.1285705670437454,-0.03852062904031831,0.47254886148817554,0.08664528432873987,0.024465826782371233,1.1283376795367144,0.6296279733935223,0.1068342565781542,0.10683425657815482,-6.245004513516506e-16,0.22846955760975765,0.3606498165209665,0.656430962314781,1.2544496635544942,0.08370604399228596,0.039972606930034085,0.007531099220520805,0.8687902498571587
2040,20403,0.5194028388267969,0.19573680251883274,0.38265116756507617,0.7385701585627813,0.07492189267196049,0.036189218439150614,0.9619385778886089,0.4489768726852825,0.0833376099967322,0.08333760999673201,1.942890293094024e-16,0.3003326589442588,0.4239962309601763,0.6803326751432316,1.0953384349523339,0.12402219127604112,0.04825422997801903,0.005798467813587182,0.8219251109323524
2041,20413,0.11900479801250463,-0.5074258748436236,-0.0523161971452952,-0.8518332319799697,0.08499756566552147,0.026113545445589637,1.1081132100962439,0.601086615782828,0.10035006040608237,0.10035006040608274,-3.7470027081099033e-16,0.258659905879479,0.3219588859928985,0.6919788949680864,1.2274023131595362,0.10788571747726539,0.016183818819048727,0.00022804573523956177,0.8757024179684469
2042,20423,-0.41749637281914864,0.7028009086998249,0.1901018021310441,-0.5437177266193222,0.09881326237509222,0.012297848736018885,1.3401890576371611,0.8959848273059539,0.09297669008259732,0.09297669008259657,7.494005416219807e-16,0.15827938745218403,0.32280089044924937,0.5952118545751325,1.423707867523434,0.04172469526896328,0.025632663329868497,0.003017533253889992,0.9296251081472783
2043,20433,-0.1601171423667971,0.5990279636998607,0.04558536570232187,0.7832304730152387,0.08678582829395338,0.02432528281715772,1.1318318592224677,0.632413838172384,0.1057264304249178,0.10572643042491792,-1.1102230246251565e-16,0.22804912770574517,0.35495265940223536,0.6612520236308138,1.2557461892612052,0.08185115260388641,0.03977566388991566,0.00667202568877739,0.8717011578174212
2044,20443,-0.15663926509317844,-0.5851023153017841,0.5167278237158685,-0.6050717126567916,0.07476133698327944,0.03634977412783166,0.9591009005575467,0.4466730081828585,0.08323353039919477,0.08323353039919479,-1.3877787807814457e-17,0.2827096668171139,0.46846033437217455,0.6511741177109767,1.0976558810997348,0.10921912979388719,0.06760942238822114,0.015695415312684438,0.8074760325052075
2045,20453,0.9224960508272142,-0.32091217521345794,-0.04491618174519753,0.20975926350317195,0.09345432168385773,0.017656789427253378,1.2674003896255555,0.7691483800883617,0.07253952335574607,0.07253952335574532,7.494005416219807e-16,0.11957160275563371,0.3829026078510428,0.6499773596974372,1.3475484296958882,0.005505961131677329,0.07556538404643945,0.0007067600927044773,0.9182218947291791
2046,20463,0.26365133180742106,-0.2700833004440777,0.3296263479362818,0.8653839938452735,0.10160207961028773,0.00950903150082337,1.4065862760031467,0.9693018159683842,0.05999558315936791,0.05999558315936704,8.743006318923108e-16,0.12900544653722504,0.2991864245341396,0.6118964969855095,1.4599116319431262,0.004401758406941135,0.04074583304847199,0.00020319558717344494,0.9546492129574135
2047,20473,0.0613122072486664,-0.09712912772741748,-0.9923926579551442,0.044312055085856804,0.10972786388683828,0.0013832472242728266,1.5640496328578686,1.217118161115531,0.02047238916678555,0.020472389166782623,2.9282132274488504e-15,0.08233958116983237,0.38038875250098697,0.45927463299318855,1.5779970333359945,0.008902117071429029,0.0004756990215628866,5.647661364438181e-05,0.9905657072933636
2048,20483,-0.2438529117219245,0.6690943879852347,-0.6664672363079283,0.22061251174735225,0.08155241091295432,0.02955870019815679,1.1287380897150476,0.5610647045312281,0.037826034933922656,0.037826034933923,-3.469446951953614e-16,0.08445542512496135,0.5422771555231116,0.6800588775869962,1.193208541764931,3.3275231145347995e-05,0.09898384162056226,3.6418069831385674e-06,0.9009792413413091
2049,20493,0.14215946546053826,-0.32476747944001644,-0.2517060631014401,0.900533635394107,0.10163346068579128,0.009477650425319825,1.4083017517213716,0.970087541481134,0.057918085871500095,0.0579180858714996,4.926614671774132e-16,0.14450578183017943,0.2702797806075968,0.626348658777971,1.4588657787842547,0.0026061313729533035,0.039527778427407304,0.00018794599877886703,0.957678144200861
2050,20503,-0.9164048913883537,-0.19672587509009576,0.11420330701072477,-0.3293305478958032,0.08602356392798972,0.02508754718312138,1.158134870828025,0.6249586888651338,0.0681771271055112,0.06817712710551072,4.85722573273506e-16,0.12805896409821696,0.44108653595204783,0.6849992718669424,1.245855228082794,0.015163766975197519,0.0877939339986265,0.00020779977386585174,0.8968344992523088
