probe_id,f0,f1,f2,f3,sigma,target_gap,quadratic_relation_score
210,-0.4027869204731782,-0.6469024023493427,0.22299492936178947,-0.6079089076574824,0.29844595271802876,0.03488738061530455,0.0
211,-0.29688614028195703,-0.200803209343206,0.07911807842764298,0.9302026771042257,0.3309071233870567,0.002426209946276625,0.0
212,-0.9797187353206471,-0.07484961699114191,0.06080461767062771,-0.1756460445552927,0.26928158001929253,0.06405175331404078,0.0
213,0.6279481871673384,-0.10889765083082793,0.7685487070283354,0.05617170819775932,0.3197421264414272,0.013591206891906127,0.0
214,0.029994295652321302,-0.003708113092498204,-0.4955710080210542,-0.8680414553087948,0.32860427336419884,0.004729059969134475,0.0
215,0.19788668614637997,0.25499962566315787,-0.6041358304259151,0.7285848946781999,0.2872843227821802,0.046049010551153124,0.0
216,0.4142853333744363,0.0748715077853097,0.8955597870328966,-0.14399509617476358,0.3261296010347242,0.0072037322986091,0.0
217,-0.19134864014373668,-0.09308627971587402,-0.7470161323316058,-0.6298313587621132,0.31640569177638633,0.016927641556946982,0.0
218,-0.22795162203962752,-0.35343758347832366,-0.5823309860041603,-0.6957086713085645,0.31745898247997223,0.015874350853361086,0.0
219,0.7494916329857068,-0.17531893331293136,-0.5635526961844874,0.29988985032779825,0.3158992681492224,0.017434065184110892,0.0
220,0.26698405612751114,-0.28714267099323065,-0.6161976279506944,-0.6830586238212007,0.3265703131916721,0.006763020141661191,0.0
221,0.3138971119088601,-0.8577528602343124,-0.29146969385458926,0.2842077610823547,0.29605089961665326,0.03728243371668005,0.0
222,0.23727928307188775,-0.2671954354686364,-0.3357706622548915,-0.8715292327045194,0.3213892180302382,0.011944115303095137,0.0
