sample_id,source_index,f0,f1,f2,f3,operator_norm,top_eigenvalue,s2,s4,s6,s8,projective_distance_to_axis_register
3642,36426,0.7729668775034518,-0.5406517035060068,0.27234242763190525,0.18986190742267756,0.3275685453810268,0.10730115192304182,2.500000000000001,1.521332016501498,1.1368376816940442,0.9198252340724752,0.27637943704124124
3643,36436,0.5607484718022125,-0.694018439488241,0.44436658533812856,0.08023649329775978,0.32295362783316356,0.10429904573060152,2.499999999999999,1.4440963467927737,1.0473266392278273,0.842939512424449,0.29863653904862675
3644,36446,-0.1262438932886457,0.4565837334254498,-0.33160655146928897,0.8158620402992461,0.2223951452620622,0.04945960063613374,2.499999999999999,0.7456771360409797,0.25224777580570484,0.09223236860977588,0.8342595677808884
3645,36456,-0.46983852685393424,-0.10495179773720656,0.868289830435058,-0.11962294595315526,0.32706560648201655,0.10697191094344931,2.500000000000001,1.5140653684995073,1.1265713144020473,0.8987501319881144,0.37183009094449
3646,36466,-0.5030635289071218,0.6437218925437644,0.188830657173507,-0.5448781458774146,0.3224730893389313,0.10398889334779438,2.5000000000000004,1.4423263307831597,1.0377572743189334,0.8188270426451685,0.3352670954154418
3647,36476,-0.16155758757284208,0.24183560356573003,-0.9539388408739347,-0.07358922895190928,0.3222656159213964,0.10385512720519699,2.5000000000000013,1.4340605660792138,1.0344114473898127,0.829338643176958,0.30351658645307894
3648,36486,-0.5544444217557337,-0.2550957550578687,0.2961655513608473,-0.7347132128405828,0.30731304064524756,0.09444130495062758,2.5000000000000013,1.283839019844646,0.7910021330227599,0.5249816410255165,0.5159248705606438
3649,36496,-0.11317451825082869,0.0915284014521897,0.6757467881731065,0.7226204802107606,0.32780310973173726,0.10745487874979738,2.500000000000001,1.5246940375099785,1.1416639202439303,0.9239699105851116,0.28911339955787185
3650,36506,-0.24701264152839056,0.889918824062302,-0.0059705627663266475,-0.3833974359395087,0.29723027017499615,0.0883458335083012,2.5,1.201843790081644,0.6678110155730701,0.3977477395017059,0.5756992806968685
3651,36516,0.3436806880850636,-0.746322645480086,-0.5099104308901525,-0.25471051401621003,0.3111583693455077,0.0968195308137554,2.5,1.3242855218915266,0.8462679813365565,0.5792229554057975,0.4891277938179903
3652,36526,-0.014072849586912437,-0.2995141694151375,-0.30507661437972416,-0.9038924032110622,0.3203549247140594,0.10262727778855067,2.5,1.4273988379003184,0.9976552314524418,0.7417347087950718,0.4577624291988156
3653,36536,-0.416783778226439,-0.6142978605814955,0.3966119844887237,-0.5400262534842251,0.3074970851072935,0.0945544573494821,2.4999999999999996,1.2682988419949,0.7928497314297297,0.5280186902085788,0.552191224136966
3654,36546,0.8867405540973948,-0.21112732588362923,0.3080625859646006,-0.2724222551721427,0.31871385638786875,0.10157852225362703,2.4999999999999987,1.407383035208862,0.9685755453152364,0.7060707305501578,0.41750912229408443
3655,36556,0.5622891699255068,0.6064906679905747,-0.48915068314616655,0.27700463570573963,0.3274771162520579,0.10724126166876384,2.4999999999999996,1.5220927172198206,1.134651141902193,0.901540114404921,0.41979052615353635
3656,36566,-0.3088284072559864,-0.7241127965536792,-0.6121977149298473,-0.07415949415694512,0.2794269101963458,0.0780793981418767,2.5,1.0802387853979998,0.5133279589422864,0.25901667098798636,0.661182698034683
3657,36576,-0.029588870274404964,-0.18496288735088007,0.6539203414071388,-0.7330084693594481,0.26937752781501473,0.07256425249172903,2.5,0.9665442681006777,0.43270219493916257,0.2101347097501871,0.6749153455102251
3658,36586,0.2742428100578848,0.7816579060898791,-0.5083406953325521,-0.23535406613771948,0.27853630216261893,0.07758247162242575,2.499999999999999,0.961653374064198,0.4739908848273117,0.2760112849381418,0.5737643994460977
3659,36596,0.6525786352118476,-0.6813808058840792,-0.15260650923474714,0.2942321797101571,0.32485727858659147,0.1055322514506863,2.500000000000001,1.485950690540421,1.0821665978600137,0.8413868007684048,0.4009822607243081
3660,36606,0.5639298769606357,-0.31109710480422925,0.3650901467448754,0.6722431628535868,0.299317311931061,0.08959085322163605,2.5000000000000013,1.208708979186175,0.6898564397636617,0.42863470535571535,0.5356338603877538
3661,36616,-0.11304671601910556,-0.5465231377146249,0.31121613716144814,-0.7692057045486359,0.2481215748613013,0.06156431591165234,2.499999999999999,0.8379025511732265,0.3252347911374409,0.13667521716349743,0.7732205597718195
3662,36626,-0.2291955814716,0.7798481344869099,-0.5665258941682845,-0.13547945898920324,0.27844025538087935,0.07752897581656931,2.4999999999999996,0.9867544214432761,0.4808480951477952,0.2672810219534726,0.5970407210620572
3663,36636,0.12265174329334211,-0.20633950852430816,0.7504122092706595,-0.615842571820574,0.28585779909991793,0.08171468130624904,2.5,1.0702428022964652,0.5492847490146003,0.3010640824026113,0.6653549450591018
3664,36646,-0.15467216691957983,-0.1209531225627612,-0.7173630789494362,-0.668458731622906,0.3204271187929886,0.10267353845797601,2.5000000000000013,1.419707407023707,0.9996577249511068,0.7739092632778549,0.33838475612385777
3665,36656,0.27936875206146644,-0.894985942084275,0.34772344614726064,0.0064551407897018,0.3098247963936616,0.09599140446037388,2.4999999999999996,1.2873471307160067,0.8261794810347907,0.5812377566155805,0.4580283571519777
