sample_id,source_index,s4,s6,e4,e4_residual,e5,e5_residual
19,475,1.5396379014942116,1.1607639244372772,0.00013628167167846744,1.4183012845790156e-05,7.069407015050278e-07,7.069407015050278e-07
20,500,1.1722045390740181,0.6780056080289424,0.0002373190396783782,9.04966639216073e-05,4.726388863086024e-06,4.726388863086024e-06
21,525,0.9758543679326055,0.4300684380064821,0.0002920714382645498,0.0001321825076942835,7.189404979470689e-06,7.189404979470689e-06
22,550,1.401049501298247,0.9584183561366959,0.0001761850868050866,4.4467811460462294e-05,2.2425665382146855e-06,2.2425665382146855e-06
23,575,1.0735904719902662,0.5053542314104168,0.00027022074577399963,0.00011613901893734333,6.279046655129992e-06,6.279046655129992e-06
24,600,1.2495197627348553,0.7814247978471816,0.00021545671315474301,7.386329779460296e-05,3.7890267332638964e-06,3.7890267332638964e-06
25,625,1.1054629023995652,0.618921811874731,0.00025286398031416576,0.00010196490687977377,5.353595131667305e-06,5.353595131667305e-06
26,650,1.4506065877121097,1.032497269124729,0.00016164018882192246,3.338733433450253e-05,1.6654378463394845e-06,1.6654378463394845e-06
27,675,1.1653928245263714,0.6617069713052579,0.00024008696624901638,9.269983961917281e-05,4.8615332801189645e-06,4.8615332801189645e-06
28,700,1.2065575478222728,0.7149413274095461,0.0002286229684095787,8.399340229029578e-05,4.367117362574109e-06,4.367117362574109e-06
