actual_index,orientation_type,edge_positive_count,edge_negative_count,face_positive_count,face_negative_count,b1_chain_max_abs,b2_chain_max_abs,delta1_commutation_max_abs,p_exact_commutation_max_abs,p_harmonic_commutation_max_abs,p_coexact_commutation_max_abs,all_checks_pass
270,preserving,62,58,20,0,0.0,0.0,0.0,1.27675647831893e-15,1.3877787807814457e-15,4.440892098500626e-16,True
271,reversing,62,58,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.609823385706477e-15,4.440892098500626e-16,True
272,reversing,50,70,0,20,0.0,0.0,0.0,1.8318679906315083e-15,1.9984014443252818e-15,4.440892098500626e-16,True
273,preserving,60,60,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,4.440892098500626e-16,True
274,reversing,70,50,0,20,0.0,0.0,0.0,1.5543122344752192e-15,1.7763568394002505e-15,3.400058012914542e-16,True
275,preserving,40,80,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.4988010832439613e-15,3.3306690738754696e-16,True
276,reversing,56,64,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.4432899320127035e-15,3.885780586188048e-16,True
277,reversing,54,66,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.887379141862766e-15,3.885780586188048e-16,True
278,preserving,64,56,20,0,0.0,0.0,0.0,1.2212453270876722e-15,1.3322676295501878e-15,3.608224830031759e-16,True
279,preserving,54,66,20,0,0.0,0.0,0.0,1.27675647831893e-15,1.3322676295501878e-15,3.885780586188048e-16,True
280,preserving,62,58,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.3322676295501878e-15,3.608224830031759e-16,True
281,reversing,56,64,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.7208456881689926e-15,4.996003610813204e-16,True
282,preserving,64,56,20,0,0.0,0.0,0.0,1.942890293094024e-15,2.275957200481571e-15,4.163336342344337e-16,True
283,preserving,52,68,20,0,0.0,0.0,0.0,1.0547118733938987e-15,1.27675647831893e-15,3.608224830031759e-16,True
284,preserving,72,48,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.6653345369377348e-15,4.163336342344337e-16,True
285,reversing,64,56,0,20,0.0,0.0,0.0,1.6653345369377348e-15,1.8318679906315083e-15,4.163336342344337e-16,True
286,reversing,48,72,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,3.608224830031759e-16,True
287,reversing,64,56,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.7763568394002505e-15,4.440892098500626e-16,True
288,reversing,64,56,0,20,0.0,0.0,0.0,1.8318679906315083e-15,1.9984014443252818e-15,4.996003610813204e-16,True
289,preserving,62,58,20,0,0.0,0.0,0.0,1.7208456881689926e-15,2.1094237467877974e-15,4.163336342344337e-16,True
290,preserving,70,50,20,0,0.0,0.0,0.0,1.4988010832439613e-15,1.6653345369377348e-15,3.608224830031759e-16,True
291,reversing,56,64,0,20,0.0,0.0,0.0,1.8318679906315083e-15,1.9984014443252818e-15,4.163336342344337e-16,True
292,preserving,72,48,20,0,0.0,0.0,0.0,1.8318679906315083e-15,2.0539125955565396e-15,4.163336342344337e-16,True
293,preserving,52,68,20,0,0.0,0.0,0.0,1.7208456881689926e-15,2.1094237467877974e-15,4.996003610813204e-16,True
294,reversing,62,58,0,20,0.0,0.0,0.0,1.4432899320127035e-15,1.609823385706477e-15,3.885780586188048e-16,True
295,reversing,64,56,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.4988010832439613e-15,3.608224830031759e-16,True
296,reversing,64,56,0,20,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,3.885780586188048e-16,True
297,reversing,70,50,0,20,0.0,0.0,0.0,1.5543122344752192e-15,1.7763568394002505e-15,3.400058012914542e-16,True
298,reversing,64,56,0,20,0.0,0.0,0.0,1.5543122344752192e-15,1.7763568394002505e-15,4.440892098500626e-16,True
299,preserving,72,48,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,3.608224830031759e-16,True
300,preserving,62,58,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.4988010832439613e-15,3.885780586188048e-16,True
301,preserving,60,60,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.6653345369377348e-15,4.440892098500626e-16,True
302,preserving,62,58,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.6653345369377348e-15,3.3306690738754696e-16,True
303,reversing,60,60,0,20,0.0,0.0,0.0,1.8318679906315083e-15,1.9984014443252818e-15,3.885780586188048e-16,True
304,preserving,56,64,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.609823385706477e-15,4.718447854656915e-16,True
305,reversing,58,62,0,20,0.0,0.0,0.0,1.27675647831893e-15,1.4988010832439613e-15,3.608224830031759e-16,True
306,reversing,70,50,0,20,0.0,0.0,0.0,1.4988010832439613e-15,1.7763568394002505e-15,3.885780586188048e-16,True
307,reversing,56,64,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,4.718447854656915e-16,True
308,reversing,56,64,0,20,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.608224830031759e-16,True
309,preserving,80,40,20,0,0.0,0.0,0.0,1.7208456881689926e-15,1.7763568394002505e-15,3.885780586188048e-16,True
310,preserving,56,64,20,0,0.0,0.0,0.0,1.3322676295501878e-15,1.5543122344752192e-15,4.440892098500626e-16,True
311,preserving,64,56,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.885780586188048e-16,True
312,preserving,68,52,20,0,0.0,0.0,0.0,1.4988010832439613e-15,1.6653345369377348e-15,4.163336342344337e-16,True
313,reversing,72,48,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.7763568394002505e-15,3.885780586188048e-16,True
314,preserving,64,56,20,0,0.0,0.0,0.0,1.4432899320127035e-15,1.609823385706477e-15,3.885780586188048e-16,True
315,reversing,64,56,0,20,0.0,0.0,0.0,1.609823385706477e-15,1.7763568394002505e-15,4.163336342344337e-16,True
316,preserving,58,62,20,0,0.0,0.0,0.0,1.3877787807814457e-15,1.5543122344752192e-15,3.3306690738754696e-16,True
317,preserving,64,56,20,0,0.0,0.0,0.0,1.4988010832439613e-15,1.6653345369377348e-15,4.440892098500626e-16,True
