start_id,s4,axis_s4_gap,projective_distance_to_axis_register,success,status,message,iteration_count,evaluation_count,f0,f1,f2,f3
11,1.5972222222222228,-4.440892098500626e-16,2.5809568279517847e-08,False,2,Desired error not necessarily achieved due to precision loss.,14,100,0.5912289077733801,-0.36152000551386737,-0.16666668343864333,0.7014084978512254
12,1.5972222222222197,2.6645352591003757e-15,5.1619136559035694e-08,False,2,Desired error not necessarily achieved due to precision loss.,14,125,-0.05559824450976013,0.9284162949306559,0.16666665128451738,0.3273747789067928
13,1.5972222222222232,-8.881784197001252e-16,1.4901161193847656e-08,False,2,Desired error not necessarily achieved due to precision loss.,19,120,-1.5040655532924515e-08,-6.315573535880161e-09,0.9999999999999999,5.060164651154045e-09
14,1.5972222222222214,8.881784197001252e-16,5.3726900748371916e-08,False,2,Desired error not necessarily achieved due to precision loss.,15,115,-0.6067841746512466,-0.20020589727913285,0.6666667104022714,-0.38377866189885673
15,1.5972222222222237,-1.3322676295501878e-15,0.0,False,2,Desired error not necessarily achieved due to precision loss.,12,170,6.994327725822423e-09,3.154380589059815e-09,1.0,-2.590585722308263e-09
16,1.5972222222222225,-2.220446049250313e-16,3.650024149988857e-08,False,2,Desired error not necessarily achieved due to precision loss.,13,105,0.5912289001441222,-0.36152000860053596,-0.16666665122568441,0.7014085103454735
17,1.5972222222222197,2.6645352591003757e-15,6.495265578539184e-08,False,2,Desired error not necessarily achieved due to precision loss.,11,110,-0.08670869595105891,-0.1950355337372796,0.1666666601710566,0.9626343890666419
18,1.597222222222219,3.3306690738754696e-15,6.143906154658885e-08,False,2,Desired error not necessarily achieved due to precision loss.,14,280,-0.05559813686355457,0.9284162901437555,0.16666669166876916,0.3273747902041252
19,1.5972222222222225,-2.220446049250313e-16,2.1073424255447017e-08,False,2,Desired error not necessarily achieved due to precision loss.,19,185,0.5912289461570733,-0.36152000267221507,-0.16666666379877954,0.701408471628382
20,1.5972222222222203,1.9984014443252818e-15,4.2146848510894035e-08,False,2,Desired error not necessarily achieved due to precision loss.,17,105,0.6223395108049173,0.7619318154496965,-0.16666664915398507,0.06614884697716361
21,1.5972222222222219,4.440892098500626e-16,1.4901161193847656e-08,False,2,Desired error not necessarily achieved due to precision loss.,10,90,0.6779376950018127,-0.16648445800802236,0.6666666606339575,-0.2612258994368131
22,1.5972222222222223,0.0,2.1073424255447017e-08,False,2,Desired error not necessarily achieved due to precision loss.,15,120,0.6934929674575336,0.39524142505345367,0.16666667695230286,-0.578855715012244
