target,coefficient_id,monomial,target_coefficient,candidate_coefficient,residual
e4,62,f0^2*f1^3*f2^3,0.0011610734719386462,0.0011610734719386471,8.673617379884035e-19
e4,63,f0^2*f1^3*f2^2*f3,-0.00044684329759986526,-0.00044684329759986526,0.0
e4,64,f0^2*f1^3*f2*f3^2,-6.115239788680118e-05,-6.115239788680148e-05,-2.981555974335137e-19
e4,65,f0^2*f1^3*f3^3,0.0011333431395288086,0.0011333431395288088,2.168404344971009e-19
e4,66,f0^2*f1^2*f2^4,0.00319068165770535,0.0031906816577053515,1.3010426069826053e-18
e4,67,f0^2*f1^2*f2^3*f3,0.001445646208112417,0.0014456462081124184,1.5178830414797062e-18
e4,68,f0^2*f1^2*f2^2*f3^2,0.005702258443858652,0.005702258443858653,8.673617379884035e-19
e4,69,f0^2*f1^2*f2*f3^3,0.0010735722679269372,0.0010735722679269376,4.336808689942018e-19
e4,70,f0^2*f1^2*f3^4,0.0026507649270037324,0.0026507649270037324,0.0
e4,71,f0^2*f1*f2^5,0.0005187614212692794,0.0005187614212692792,-2.168404344971009e-19
e4,72,f0^2*f1*f2^4*f3,-0.0008358312714688398,-0.0008358312714688395,3.2526065174565133e-19
e4,73,f0^2*f1*f2^3*f3^2,-0.0001830704078368574,-0.00018307040783685735,5.421010862427522e-20
e4,74,f0^2*f1*f2^2*f3^3,3.4715259354271616e-07,3.4715259354323115e-07,5.149960319306146e-19
e4,75,f0^2*f1*f2*f3^4,-0.0004011181086231942,-0.0004011181086231942,0.0
